State_Name,District_Name,Crop_Year,Season,Crop,Area,Rainfall_mm,Production,Yield_kg_per_ha
Karnataka,Ballari,2011,Rainy,Rice,1926.8,915.2,5078.95,2635.9
Karnataka,Ballari,2011,Winter,Wheat,837.7,303.9,2455.78,2931.5
Karnataka,Ballari,2011,Rainy,Maize,80.0,873.6,233.28,2916.0
Karnataka,Ballari,2011,Winter,Maize,16104.4,259.4,45352.05,2816.1
Karnataka,Ballari,2011,Summer,Maize,10057.3,99.0,29218.35,2905.2
Karnataka,Ballari,2011,Whole Year,Sugarcane,5034.3,825.6,250577.28,49773.6
Karnataka,Ballari,2011,Rainy,Cotton(lint),11201.6,1136.0,3511.5,313.5
Karnataka,Ballari,2011,Rainy,Jowar,80.0,961.2,65.73,821.6
Karnataka,Ballari,2011,Winter,Jowar,7455.9,262.3,7340.28,984.5
Karnataka,Ballari,2011,Rainy,Bajra,7850.2,910.2,7141.85,909.8
Karnataka,Ballari,2011,Rainy,Groundnut,7899.3,846.0,10537.68,1334.0
Karnataka,Ballari,2011,Winter,Groundnut,12640.9,221.3,15624.25,1236.0
Karnataka,Ballari,2011,Summer,Groundnut,3753.3,101.0,3787.14,1009.0
Karnataka,Ballari,2011,Rainy,Soyabean,4396.9,1137.4,4695.99,1068.0
Karnataka,Ballari,2011,Winter,Mustard,7432.5,310.7,8810.31,1185.4
Karnataka,Ballari,2011,Winter,Gram,13593.4,146.9,12529.67,921.7
Karnataka,Ballari,2011,Rainy,Tur,3923.9,737.1,3358.51,855.9
Karnataka,Ballari,2011,Rainy,Jute,4013.6,806.2,8573.88,2136.2
Karnataka,Ballari,2011,Whole Year,Banana,3773.3,907.3,136987.99,36304.8
Karnataka,Ballari,2011,Winter,Onion,4664.8,237.9,67542.9,14479.1
Karnataka,Ballari,2011,Rainy,Onion,2620.8,1231.5,43656.88,16657.8
Karnataka,Ballari,2011,Winter,Potato,930.0,192.1,13419.14,14428.9
Karnataka,Ballari,2011,Summer,Moong,12647.8,147.5,7217.58,570.7
Karnataka,Ballari,2011,Rainy,Moong,9544.5,759.6,6082.06,637.2
Karnataka,Ballari,2012,Rainy,Rice,2883.0,806.3,7357.58,2552.1
Karnataka,Ballari,2012,Winter,Wheat,9967.0,260.9,30086.92,3018.7
Karnataka,Ballari,2012,Rainy,Maize,9258.2,731.1,25097.02,2710.8
Karnataka,Ballari,2012,Winter,Maize,6790.6,152.8,18083.35,2663.0
Karnataka,Ballari,2012,Summer,Maize,157.9,131.8,399.42,2530.2
Karnataka,Ballari,2012,Whole Year,Sugarcane,4506.7,786.9,371699.86,82476.6
Karnataka,Ballari,2012,Rainy,Cotton(lint),3208.1,921.4,1348.93,420.5
Karnataka,Ballari,2012,Rainy,Jowar,11026.4,901.7,10955.66,993.6
Karnataka,Ballari,2012,Winter,Jowar,10148.9,301.5,8896.27,876.6
Karnataka,Ballari,2012,Rainy,Bajra,6610.0,1137.3,5497.08,831.6
Karnataka,Ballari,2012,Rainy,Groundnut,80.0,861.1,120.57,1507.1
Karnataka,Ballari,2012,Winter,Groundnut,80.0,262.2,118.23,1477.9
Karnataka,Ballari,2012,Summer,Groundnut,11954.2,122.6,16031.95,1341.1
Karnataka,Ballari,2012,Rainy,Soyabean,8105.4,682.8,7936.29,979.1
Karnataka,Ballari,2012,Winter,Mustard,11468.1,157.7,13427.86,1170.9
Karnataka,Ballari,2012,Winter,Gram,6422.5,307.4,5610.79,873.6
Karnataka,Ballari,2012,Rainy,Tur,4665.3,1002.2,3404.72,729.8
Karnataka,Ballari,2012,Rainy,Jute,7496.2,984.0,16376.44,2184.6
Karnataka,Ballari,2012,Whole Year,Banana,5186.4,675.6,168919.92,32569.8
Karnataka,Ballari,2012,Winter,Onion,4374.8,259.0,73055.66,16699.3
Karnataka,Ballari,2012,Rainy,Onion,2874.1,862.3,38331.43,13336.8
Karnataka,Ballari,2012,Winter,Potato,4114.1,195.2,66252.95,16103.9
Karnataka,Ballari,2012,Summer,Moong,13869.2,147.9,8644.89,623.3
Karnataka,Ballari,2012,Rainy,Moong,6346.4,689.7,3481.13,548.5
Karnataka,Ballari,2013,Rainy,Rice,8339.4,1113.5,19560.96,2345.6
Karnataka,Ballari,2013,Winter,Wheat,3271.5,194.2,10847.26,3315.6
Karnataka,Ballari,2013,Rainy,Maize,2023.6,1194.0,6046.54,2988.0
Karnataka,Ballari,2013,Winter,Maize,13070.0,211.5,29090.17,2225.7
Karnataka,Ballari,2013,Summer,Maize,6368.4,144.2,18642.87,2927.4
Karnataka,Ballari,2013,Whole Year,Sugarcane,3540.1,909.8,235338.52,66478.7
Karnataka,Ballari,2013,Rainy,Cotton(lint),7300.1,1150.0,3407.72,466.8
Karnataka,Ballari,2013,Rainy,Jowar,11555.2,1000.6,9297.42,804.6
Karnataka,Ballari,2013,Winter,Jowar,9347.5,263.9,7368.48,788.3
Karnataka,Ballari,2013,Rainy,Bajra,17177.1,866.0,13820.06,804.6
Karnataka,Ballari,2013,Rainy,Groundnut,9802.8,841.2,12516.62,1276.8
Karnataka,Ballari,2013,Winter,Groundnut,6204.4,232.7,8767.65,1413.1
Karnataka,Ballari,2013,Summer,Groundnut,15808.0,132.5,21515.05,1361.0
Karnataka,Ballari,2013,Rainy,Soyabean,12117.7,864.4,11700.02,965.5
Karnataka,Ballari,2013,Winter,Mustard,4046.1,318.0,5209.45,1287.5
Karnataka,Ballari,2013,Winter,Gram,5896.8,305.1,5522.97,936.6
Karnataka,Ballari,2013,Rainy,Tur,10486.2,882.5,7169.24,683.7
Karnataka,Ballari,2013,Rainy,Jute,6746.3,882.5,13789.05,2043.9
Karnataka,Ballari,2013,Whole Year,Banana,3730.8,732.8,130841.87,35070.3
Karnataka,Ballari,2013,Winter,Onion,3642.6,183.0,51010.34,14003.7
Karnataka,Ballari,2013,Rainy,Onion,3314.6,1109.1,55848.39,16849.0
Karnataka,Ballari,2013,Winter,Potato,4081.0,131.9,73826.7,18090.4
Karnataka,Ballari,2013,Summer,Moong,5844.6,129.3,3783.41,647.3
Karnataka,Ballari,2013,Rainy,Moong,3157.9,1018.8,2229.28,705.9
Karnataka,Ballari,2014,Rainy,Rice,6956.8,950.9,17530.11,2519.8
Karnataka,Ballari,2014,Winter,Wheat,14634.5,228.4,46596.21,3184.0
Karnataka,Ballari,2014,Rainy,Maize,6258.8,749.2,15060.93,2406.4
Karnataka,Ballari,2014,Winter,Maize,3351.4,121.1,8512.02,2539.8
Karnataka,Ballari,2014,Summer,Maize,11983.1,187.2,28730.55,2397.6
Karnataka,Ballari,2014,Whole Year,Sugarcane,1810.4,772.4,89702.59,49549.3
Karnataka,Ballari,2014,Rainy,Cotton(lint),11213.0,873.2,4764.81,424.9
Karnataka,Ballari,2014,Rainy,Jowar,4619.4,697.1,3970.0,859.4
Karnataka,Ballari,2014,Winter,Jowar,7268.7,267.4,6991.63,961.9
Karnataka,Ballari,2014,Rainy,Bajra,8947.2,887.0,6870.34,767.9
Karnataka,Ballari,2014,Rainy,Groundnut,2976.8,790.3,4282.06,1438.5
Karnataka,Ballari,2014,Winter,Groundnut,80.0,209.0,114.4,1430.0
Karnataka,Ballari,2014,Summer,Groundnut,4753.2,174.9,6782.83,1427.0
Karnataka,Ballari,2014,Rainy,Soyabean,80.0,866.4,108.48,1356.0
Karnataka,Ballari,2014,Winter,Mustard,8805.7,213.8,9705.34,1102.2
Karnataka,Ballari,2014,Winter,Gram,8646.6,208.7,7711.55,891.9
Karnataka,Ballari,2014,Rainy,Tur,11352.6,1171.0,9123.18,803.6
Karnataka,Ballari,2014,Rainy,Jute,4955.1,877.3,12760.46,2575.2
Karnataka,Ballari,2014,Whole Year,Banana,2781.0,997.7,89440.55,32160.8
Karnataka,Ballari,2014,Winter,Onion,3551.4,138.3,50718.86,14281.3
Karnataka,Ballari,2014,Rainy,Onion,5286.0,1089.7,81566.59,15430.8
Karnataka,Ballari,2014,Winter,Potato,1426.2,220.5,28499.8,19982.4
Karnataka,Ballari,2014,Summer,Moong,10421.1,132.7,7753.17,744.0
Karnataka,Ballari,2014,Rainy,Moong,4688.3,809.5,3872.96,826.1
Karnataka,Ballari,2015,Rainy,Rice,6885.6,995.1,20177.11,2930.3
Karnataka,Ballari,2015,Winter,Wheat,9301.9,208.0,27161.65,2920.0
Karnataka,Ballari,2015,Rainy,Maize,6903.7,897.3,17878.2,2589.6
Karnataka,Ballari,2015,Winter,Maize,5445.6,238.4,16171.99,2969.7
Karnataka,Ballari,2015,Summer,Maize,1119.6,122.5,3302.69,2949.9
Karnataka,Ballari,2015,Whole Year,Sugarcane,7556.4,1002.0,521548.52,69020.8
Karnataka,Ballari,2015,Rainy,Cotton(lint),9914.4,929.3,4830.61,487.2
Karnataka,Ballari,2015,Rainy,Jowar,9275.1,1053.2,8458.99,912.0
Karnataka,Ballari,2015,Winter,Jowar,7701.6,271.3,6132.07,796.2
Karnataka,Ballari,2015,Rainy,Bajra,6826.9,659.8,5818.3,852.3
Karnataka,Ballari,2015,Rainy,Groundnut,7519.9,1295.5,10186.47,1354.6
Karnataka,Ballari,2015,Winter,Groundnut,10475.2,202.8,14815.35,1414.3
Karnataka,Ballari,2015,Summer,Groundnut,3954.2,108.8,5153.31,1303.3
Karnataka,Ballari,2015,Rainy,Soyabean,7075.4,765.1,8121.05,1147.8
Karnataka,Ballari,2015,Winter,Mustard,13818.0,197.4,18259.56,1321.4
Karnataka,Ballari,2015,Winter,Gram,4143.3,212.4,4163.0,1004.7
Karnataka,Ballari,2015,Rainy,Tur,7748.9,878.6,5777.56,745.6
Karnataka,Ballari,2015,Rainy,Jute,8139.6,732.1,18051.38,2217.7
Karnataka,Ballari,2015,Whole Year,Banana,3669.1,858.1,131938.56,35959.1
Karnataka,Ballari,2015,Winter,Onion,2785.1,229.0,44891.31,16118.6
Karnataka,Ballari,2015,Rainy,Onion,1541.7,785.2,21644.33,14039.2
Karnataka,Ballari,2015,Winter,Potato,1182.0,187.8,17758.77,15024.9
Karnataka,Ballari,2015,Summer,Moong,13097.0,155.6,9326.16,712.1
Karnataka,Ballari,2015,Rainy,Moong,1134.3,822.7,775.25,683.5
Karnataka,Ballari,2016,Rainy,Rice,7653.4,642.8,17385.82,2271.7
Karnataka,Ballari,2016,Winter,Wheat,13922.1,99.6,34863.06,2504.1
Karnataka,Ballari,2016,Rainy,Maize,7484.1,843.1,20092.52,2684.7
Karnataka,Ballari,2016,Winter,Maize,5036.1,250.6,14851.46,2949.0
Karnataka,Ballari,2016,Summer,Maize,2489.0,148.1,7236.98,2907.6
Karnataka,Ballari,2016,Whole Year,Sugarcane,1401.8,731.4,97696.6,69691.4
Karnataka,Ballari,2016,Rainy,Cotton(lint),9491.8,834.7,4378.09,461.3
Karnataka,Ballari,2016,Rainy,Jowar,10962.5,671.5,10207.99,931.2
Karnataka,Ballari,2016,Winter,Jowar,7456.5,192.7,7356.79,986.6
Karnataka,Ballari,2016,Rainy,Bajra,16461.0,848.9,16363.49,994.1
Karnataka,Ballari,2016,Rainy,Groundnut,7088.1,918.7,9766.78,1377.9
Karnataka,Ballari,2016,Winter,Groundnut,8500.9,192.0,12562.68,1477.8
Karnataka,Ballari,2016,Summer,Groundnut,10571.1,79.7,15093.34,1427.8
Karnataka,Ballari,2016,Rainy,Soyabean,7480.2,991.5,9190.14,1228.6
Karnataka,Ballari,2016,Winter,Mustard,7767.2,296.5,9326.82,1200.8
Karnataka,Ballari,2016,Winter,Gram,9229.0,342.3,8234.63,892.3
Karnataka,Ballari,2016,Rainy,Tur,9607.8,1039.7,7067.71,735.6
Karnataka,Ballari,2016,Rainy,Jute,8954.4,723.4,20635.53,2304.5
Karnataka,Ballari,2016,Whole Year,Banana,3340.7,700.9,117124.71,35059.4
Karnataka,Ballari,2016,Winter,Onion,4384.9,221.6,56744.88,12941.1
Karnataka,Ballari,2016,Rainy,Onion,2623.5,722.1,45937.14,17509.9
Karnataka,Ballari,2016,Winter,Potato,3508.7,355.2,62702.09,17870.4
Karnataka,Ballari,2016,Summer,Moong,11617.8,50.0,7499.53,645.5
Karnataka,Ballari,2016,Rainy,Moong,3015.1,945.3,2463.2,816.9
Karnataka,Ballari,2017,Rainy,Rice,9177.4,1143.3,26564.03,2894.5
Karnataka,Ballari,2017,Winter,Wheat,11284.3,227.8,31192.64,2764.2
Karnataka,Ballari,2017,Rainy,Maize,2922.0,536.2,7114.08,2434.6
Karnataka,Ballari,2017,Winter,Maize,9792.5,189.6,26840.8,2741.0
Karnataka,Ballari,2017,Summer,Maize,3261.6,133.8,8145.51,2497.4
Karnataka,Ballari,2017,Whole Year,Sugarcane,2524.2,906.6,177325.79,70250.0
Karnataka,Ballari,2017,Rainy,Cotton(lint),14557.9,987.1,6573.34,451.5
Karnataka,Ballari,2017,Rainy,Jowar,9625.1,1190.1,9549.46,992.1
Karnataka,Ballari,2017,Winter,Jowar,10879.0,282.9,9327.44,857.4
Karnataka,Ballari,2017,Rainy,Bajra,6503.7,1073.3,5873.73,903.1
Karnataka,Ballari,2017,Rainy,Groundnut,12576.4,921.3,18552.5,1475.2
Karnataka,Ballari,2017,Winter,Groundnut,16366.6,148.8,23878.03,1458.9
Karnataka,Ballari,2017,Summer,Groundnut,3450.8,112.4,5266.3,1526.1
Karnataka,Ballari,2017,Rainy,Soyabean,11202.9,736.9,14271.35,1273.9
Karnataka,Ballari,2017,Winter,Mustard,5044.1,189.3,5803.43,1150.5
Karnataka,Ballari,2017,Winter,Gram,8918.3,170.6,9372.15,1050.9
Karnataka,Ballari,2017,Rainy,Tur,4666.7,1016.4,4027.64,863.1
Karnataka,Ballari,2017,Rainy,Jute,11357.6,742.0,22772.5,2005.1
Karnataka,Ballari,2017,Whole Year,Banana,2561.3,1150.8,100172.94,39110.6
Karnataka,Ballari,2017,Winter,Onion,1214.8,262.3,20945.78,17241.6
Karnataka,Ballari,2017,Rainy,Onion,2949.1,811.9,43456.28,14735.6
Karnataka,Ballari,2017,Winter,Potato,1394.0,313.8,26816.61,19236.5
Karnataka,Ballari,2017,Summer,Moong,12364.3,109.4,10351.4,837.2
Karnataka,Ballari,2017,Rainy,Moong,8560.2,799.1,5631.27,657.8
Karnataka,Ballari,2018,Rainy,Rice,7005.2,1066.1,20519.75,2929.2
Karnataka,Ballari,2018,Winter,Wheat,16974.9,203.1,42325.73,2493.4
Karnataka,Ballari,2018,Rainy,Maize,7957.8,960.3,22983.8,2888.2
Karnataka,Ballari,2018,Winter,Maize,8233.7,240.7,24417.02,2965.5
Karnataka,Ballari,2018,Summer,Maize,14995.9,151.7,31487.27,2099.7
Karnataka,Ballari,2018,Whole Year,Sugarcane,8107.6,1195.5,468051.88,57729.8
Karnataka,Ballari,2018,Rainy,Cotton(lint),13485.2,907.7,6719.99,498.3
Karnataka,Ballari,2018,Rainy,Jowar,9487.8,1168.2,7104.53,748.8
Karnataka,Ballari,2018,Winter,Jowar,10541.9,296.8,11343.67,1076.1
Karnataka,Ballari,2018,Rainy,Bajra,3136.0,654.6,2731.51,871.0
Karnataka,Ballari,2018,Rainy,Groundnut,14446.4,1113.3,19160.11,1326.3
Karnataka,Ballari,2018,Winter,Groundnut,19487.8,202.6,26168.14,1342.8
Karnataka,Ballari,2018,Summer,Groundnut,6192.6,162.7,9295.5,1501.1
Karnataka,Ballari,2018,Rainy,Soyabean,4648.7,761.4,5231.08,1125.3
Karnataka,Ballari,2018,Winter,Mustard,6783.5,195.0,8729.72,1286.9
Karnataka,Ballari,2018,Winter,Gram,5638.0,329.0,5193.83,921.2
Karnataka,Ballari,2018,Rainy,Tur,4594.6,901.5,3087.18,671.9
Karnataka,Ballari,2018,Rainy,Jute,8322.0,1070.3,20731.51,2491.2
Karnataka,Ballari,2018,Whole Year,Banana,2447.4,591.7,73956.44,30218.0
Karnataka,Ballari,2018,Winter,Onion,3741.8,223.9,60897.7,16275.0
Karnataka,Ballari,2018,Rainy,Onion,1964.7,793.3,30704.07,15628.2
Karnataka,Ballari,2018,Winter,Potato,2457.4,244.6,42142.21,17149.0
Karnataka,Ballari,2018,Summer,Moong,5366.3,98.3,3484.55,649.3
Karnataka,Ballari,2018,Rainy,Moong,6218.0,724.3,4795.67,771.3
Karnataka,Ballari,2019,Rainy,Rice,3044.6,852.9,6352.89,2086.6
Karnataka,Ballari,2019,Winter,Wheat,12557.3,326.0,40985.68,3263.9
Karnataka,Ballari,2019,Rainy,Maize,10110.4,1086.0,29341.57,2902.1
Karnataka,Ballari,2019,Winter,Maize,15634.5,156.8,41683.46,2666.1
Karnataka,Ballari,2019,Summer,Maize,8149.8,119.3,23696.19,2907.6
Karnataka,Ballari,2019,Whole Year,Sugarcane,4327.3,992.0,293396.72,67802.0
Karnataka,Ballari,2019,Rainy,Cotton(lint),10172.3,904.1,4381.0,430.7
Karnataka,Ballari,2019,Rainy,Jowar,7919.0,1131.5,8746.82,1104.5
Karnataka,Ballari,2019,Winter,Jowar,10618.5,148.4,8933.09,841.3
Karnataka,Ballari,2019,Rainy,Bajra,11619.4,798.5,10114.96,870.5
Karnataka,Ballari,2019,Rainy,Groundnut,10072.1,1315.6,13138.22,1304.4
Karnataka,Ballari,2019,Winter,Groundnut,7051.2,253.6,11092.54,1573.1
Karnataka,Ballari,2019,Summer,Groundnut,9626.7,122.9,14118.38,1466.6
Karnataka,Ballari,2019,Rainy,Soyabean,12167.2,912.5,11989.64,985.4
Karnataka,Ballari,2019,Winter,Mustard,5195.3,230.4,5592.99,1076.5
Karnataka,Ballari,2019,Winter,Gram,5521.0,178.9,5604.42,1015.1
Karnataka,Ballari,2019,Rainy,Tur,10169.2,954.0,7931.86,780.0
Karnataka,Ballari,2019,Rainy,Jute,6514.7,1153.5,12853.55,1973.0
Karnataka,Ballari,2019,Whole Year,Banana,3584.9,844.9,91050.2,25398.3
Karnataka,Ballari,2019,Winter,Onion,3321.7,291.4,47450.66,14285.2
Karnataka,Ballari,2019,Rainy,Onion,4871.1,746.4,84932.11,17435.9
Karnataka,Ballari,2019,Winter,Potato,1060.5,189.3,20304.58,19146.7
Karnataka,Ballari,2019,Summer,Moong,10261.1,147.9,6823.29,665.0
Karnataka,Ballari,2019,Rainy,Moong,8080.6,880.5,6227.85,770.7
Karnataka,Ballari,2020,Rainy,Rice,14402.8,1112.7,44451.43,3086.3
Karnataka,Ballari,2020,Winter,Wheat,12052.6,324.7,36406.86,3020.7
Karnataka,Ballari,2020,Rainy,Maize,2494.3,1145.4,9064.41,3634.0
Karnataka,Ballari,2020,Winter,Maize,11550.6,171.4,37819.54,3274.3
Karnataka,Ballari,2020,Summer,Maize,80.0,153.8,214.63,2682.8
Karnataka,Ballari,2020,Whole Year,Sugarcane,4644.1,957.1,331498.21,71380.2
Karnataka,Ballari,2020,Rainy,Cotton(lint),2124.4,911.9,1166.32,549.0
Karnataka,Ballari,2020,Rainy,Jowar,11155.0,839.5,12232.58,1096.6
Karnataka,Ballari,2020,Winter,Jowar,8512.1,161.5,8236.38,967.6
Karnataka,Ballari,2020,Rainy,Bajra,11709.4,858.7,9872.78,843.1
Karnataka,Ballari,2020,Rainy,Groundnut,6516.4,908.8,11763.22,1805.2
Karnataka,Ballari,2020,Winter,Groundnut,10979.8,188.5,18653.94,1698.9
Karnataka,Ballari,2020,Summer,Groundnut,8381.3,97.3,10652.17,1270.9
Karnataka,Ballari,2020,Rainy,Soyabean,4859.9,577.9,5222.68,1074.6
Karnataka,Ballari,2020,Winter,Mustard,6801.4,196.9,8503.56,1250.3
Karnataka,Ballari,2020,Winter,Gram,9406.5,159.2,10959.66,1165.1
Karnataka,Ballari,2020,Rainy,Tur,6959.3,1112.9,6209.94,892.3
Karnataka,Ballari,2020,Rainy,Jute,6626.5,791.0,16941.01,2556.5
Karnataka,Ballari,2020,Whole Year,Banana,1225.0,846.4,50644.03,41343.1
Karnataka,Ballari,2020,Winter,Onion,2564.0,179.4,45725.27,17833.3
Karnataka,Ballari,2020,Rainy,Onion,3817.0,985.9,53542.58,14027.4
Karnataka,Ballari,2020,Winter,Potato,4215.2,161.0,84343.66,20009.5
Karnataka,Ballari,2020,Summer,Moong,6105.0,145.4,4126.84,676.0
Karnataka,Ballari,2020,Rainy,Moong,2992.9,934.5,2149.35,718.1
Karnataka,Ballari,2021,Rainy,Rice,3789.5,677.8,10174.3,2684.9
Karnataka,Ballari,2021,Winter,Wheat,9367.2,257.1,27650.33,2951.8
Karnataka,Ballari,2021,Rainy,Maize,7966.7,600.6,18228.0,2288.0
Karnataka,Ballari,2021,Winter,Maize,3674.7,276.9,13402.28,3647.2
Karnataka,Ballari,2021,Summer,Maize,9851.8,95.6,26055.83,2644.8
Karnataka,Ballari,2021,Whole Year,Sugarcane,3831.2,873.1,303959.85,79339.0
Karnataka,Ballari,2021,Rainy,Cotton(lint),10909.3,1063.1,5675.65,520.3
Karnataka,Ballari,2021,Rainy,Jowar,10595.2,801.4,9916.35,935.9
Karnataka,Ballari,2021,Winter,Jowar,8462.3,279.2,8747.28,1033.7
Karnataka,Ballari,2021,Rainy,Bajra,11041.5,946.6,9291.12,841.5
Karnataka,Ballari,2021,Rainy,Groundnut,11955.9,648.5,19323.85,1616.3
Karnataka,Ballari,2021,Winter,Groundnut,11244.4,218.6,13897.59,1236.0
Karnataka,Ballari,2021,Summer,Groundnut,8327.8,109.5,9975.15,1197.8
Karnataka,Ballari,2021,Rainy,Soyabean,8631.8,655.3,9556.0,1107.1
Karnataka,Ballari,2021,Winter,Mustard,6374.8,205.9,7032.29,1103.1
Karnataka,Ballari,2021,Winter,Gram,7945.2,213.0,8042.31,1012.2
Karnataka,Ballari,2021,Rainy,Tur,7184.1,819.8,6408.95,892.1
Karnataka,Ballari,2021,Rainy,Jute,294.7,884.9,653.88,2218.9
Karnataka,Ballari,2021,Whole Year,Banana,2265.9,1049.1,87247.11,38504.2
Karnataka,Ballari,2021,Winter,Onion,4637.3,330.9,58808.01,12681.6
Karnataka,Ballari,2021,Rainy,Onion,3769.4,1131.2,64623.35,17144.4
Karnataka,Ballari,2021,Winter,Potato,5144.0,241.7,99658.08,19373.5
Karnataka,Ballari,2021,Summer,Moong,9294.1,74.3,5455.06,586.9
Karnataka,Ballari,2021,Rainy,Moong,6551.4,1190.7,4650.22,709.8
Karnataka,Ballari,2022,Rainy,Rice,9356.7,791.8,26908.95,2875.9
Karnataka,Ballari,2022,Winter,Wheat,9812.3,187.7,32675.57,3330.1
Karnataka,Ballari,2022,Rainy,Maize,4993.8,884.7,18536.84,3711.9
Karnataka,Ballari,2022,Winter,Maize,10913.5,290.1,36372.45,3332.8
Karnataka,Ballari,2022,Summer,Maize,6602.7,147.3,14704.4,2227.0
Karnataka,Ballari,2022,Whole Year,Sugarcane,7397.0,705.0,592153.27,80052.7
Karnataka,Ballari,2022,Rainy,Cotton(lint),1689.9,932.4,856.26,506.7
Karnataka,Ballari,2022,Rainy,Jowar,10791.8,855.5,9426.72,873.5
Karnataka,Ballari,2022,Winter,Jowar,11540.5,198.1,13465.89,1166.8
Karnataka,Ballari,2022,Rainy,Bajra,4001.6,794.6,4053.44,1013.0
Karnataka,Ballari,2022,Rainy,Groundnut,3247.9,698.4,4852.96,1494.2
Karnataka,Ballari,2022,Winter,Groundnut,4604.9,339.7,6349.02,1378.8
Karnataka,Ballari,2022,Summer,Groundnut,6109.1,139.6,7528.84,1232.4
Karnataka,Ballari,2022,Rainy,Soyabean,8745.3,1028.3,11266.59,1288.3
Karnataka,Ballari,2022,Winter,Mustard,14052.7,217.2,17102.17,1217.0
Karnataka,Ballari,2022,Winter,Gram,14654.8,165.8,12177.19,830.9
Karnataka,Ballari,2022,Rainy,Tur,7698.0,875.4,6365.74,826.9
Karnataka,Ballari,2022,Rainy,Jute,3259.8,651.8,8632.46,2648.1
Karnataka,Ballari,2022,Whole Year,Banana,2748.8,1121.7,97310.74,35400.6
Karnataka,Ballari,2022,Winter,Onion,5193.0,126.8,90096.97,17349.6
Karnataka,Ballari,2022,Rainy,Onion,50.0,450.3,786.49,15729.9
Karnataka,Ballari,2022,Winter,Potato,2640.8,239.6,51931.23,19664.9
Karnataka,Ballari,2022,Summer,Moong,8105.7,124.9,5333.08,657.9
Karnataka,Ballari,2022,Rainy,Moong,5302.5,898.0,3556.42,670.7
Karnataka,Ballari,2023,Rainy,Rice,7297.8,601.3,20598.79,2822.6
Karnataka,Ballari,2023,Winter,Wheat,6586.1,207.1,24974.89,3792.1
Karnataka,Ballari,2023,Rainy,Maize,14938.3,1064.0,55889.74,3741.4
Karnataka,Ballari,2023,Winter,Maize,3371.3,228.3,9750.82,2892.3
Karnataka,Ballari,2023,Summer,Maize,13760.4,158.5,37611.1,2733.3
Karnataka,Ballari,2023,Whole Year,Sugarcane,2072.8,940.8,153028.75,73825.3
Karnataka,Ballari,2023,Rainy,Cotton(lint),9524.7,874.1,5499.77,577.4
Karnataka,Ballari,2023,Rainy,Jowar,6280.7,976.0,5888.22,937.5
Karnataka,Ballari,2023,Winter,Jowar,4513.2,214.5,4544.35,1006.9
Karnataka,Ballari,2023,Rainy,Bajra,7155.2,514.2,6335.97,885.5
Karnataka,Ballari,2023,Rainy,Groundnut,6471.4,714.3,10614.73,1640.2
Karnataka,Ballari,2023,Winter,Groundnut,5867.4,290.6,9258.77,1578.0
Karnataka,Ballari,2023,Summer,Groundnut,6815.4,73.6,9663.12,1417.8
Karnataka,Ballari,2023,Rainy,Soyabean,12771.2,1144.3,16235.77,1271.3
Karnataka,Ballari,2023,Winter,Mustard,13434.1,174.9,16595.89,1235.4
Karnataka,Ballari,2023,Winter,Gram,7509.9,249.7,9922.75,1321.3
Karnataka,Ballari,2023,Rainy,Tur,11665.0,802.4,9716.98,833.0
Karnataka,Ballari,2023,Rainy,Jute,14480.0,991.1,29942.19,2067.8
Karnataka,Ballari,2023,Whole Year,Banana,1890.7,889.5,78085.6,41300.2
Karnataka,Ballari,2023,Winter,Onion,2653.1,263.0,42611.2,16060.7
Karnataka,Ballari,2023,Rainy,Onion,1208.2,932.6,21156.8,17510.5
Karnataka,Ballari,2023,Winter,Potato,4820.6,180.0,82113.06,17033.9
Karnataka,Ballari,2023,Summer,Moong,4995.5,111.7,3513.1,703.3
Karnataka,Ballari,2023,Rainy,Moong,11383.9,1120.2,7932.54,696.8
Karnataka,Tumakuru,2008,Rainy,Rice,3344.2,1041.7,7272.5,2174.7
Karnataka,Tumakuru,2008,Winter,Wheat,7313.2,191.7,20261.97,2770.6
Karnataka,Tumakuru,2008,Rainy,Maize,11896.6,792.9,33479.12,2814.2
Karnataka,Tumakuru,2008,Winter,Maize,7663.7,258.2,20006.63,2610.6
Karnataka,Tumakuru,2008,Summer,Maize,14084.3,89.5,28711.96,2038.6
Karnataka,Tumakuru,2008,Whole Year,Sugarcane,2209.2,1246.9,131655.71,59594.8
Karnataka,Tumakuru,2008,Rainy,Cotton(lint),7147.0,650.5,2270.48,317.7
Karnataka,Tumakuru,2008,Rainy,Jowar,12822.1,669.4,8391.05,654.4
Karnataka,Tumakuru,2008,Winter,Jowar,4593.6,184.6,3850.92,838.3
Karnataka,Tumakuru,2008,Rainy,Bajra,13081.2,1062.8,8617.01,658.7
Karnataka,Tumakuru,2008,Rainy,Groundnut,4820.1,1115.9,5138.99,1066.2
Karnataka,Tumakuru,2008,Winter,Groundnut,5350.8,186.6,6021.9,1125.4
Karnataka,Tumakuru,2008,Summer,Groundnut,8925.6,100.6,7381.97,827.1
Karnataka,Tumakuru,2008,Rainy,Soyabean,3641.3,936.5,3263.38,896.2
Karnataka,Tumakuru,2008,Winter,Mustard,11772.7,189.5,12173.86,1034.1
Karnataka,Tumakuru,2008,Winter,Gram,5139.1,215.9,4657.52,906.3
Karnataka,Tumakuru,2008,Rainy,Tur,7888.0,1187.2,4260.77,540.2
